data,detalhes,tipo,5_dia_util,transacoes_negocio
2017-04-20,Congelamento do ambiente; Pagamento de benefícios INSS;Arrecadação do Convênio IPVA; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Congelamento,,10.410.149
2017-04-21,Congelamento do ambiente; Feriado; Tiradentes; Aumento de transações CDO e ATM;,Feriado,,1.871.321
2017-04-22,Congelamento do ambiente; Utilização de Caixa Eletrônico; ,Congelamento,,1.914.494
2017-04-23,Congelamento do ambiente; Utilização de Caixa Eletrônico;,Congelamento,,1.218.797
2017-04-24,Movimento Segunda-Feira; Pagamento de benefícios INSS;,Alto Risco,,10.413.589
2017-04-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,9.325.260
2017-04-26,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.463.173
2017-04-27,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.561.517
2017-04-28,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch;,Congelamento,,9.203.017
2017-04-29,Congelamento do ambiente; Utilização de Caixa Eletrônico; Processo de Migração/Incorporação;,Congelamento,,2.227.634
2017-04-30,Congelamento do ambiente; Utilização de Caixa Eletrônico; Processo de Migração/Incorporação;,Congelamento,,1.068.242
2017-05-01,Congelamento do ambiente; Feriado; Dia do Trabalho; Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação; Aumento de transações CDO e ATM,Feriado,,1.897.589
2017-05-02,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações CDO e ATM; Previsão de grande movimento;,Alto Risco,,12.151.904
2017-05-03,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,10.146.768
2017-05-04,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.634.207
2017-05-05,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.689.199
2017-05-06,Utilização de Caixa Eletrônico,Normal,,2.742.886
2017-05-07,Utilização de Caixa Eletrônico,Normal,,1.289.440
2017-05-08,Movimento Segunda-Feira; Arrecadação de Convênios,Alto Risco,1,11.725.252
2017-05-09,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios,Normal,,9.780.715
2017-05-10,Arrecadação de Convênios; Arrecadação de GPS,Normal,,10.712.579
2017-05-11,Dia Produção Sisbr,Normal,,9.067.317
2017-05-12,,Normal,,8.806.965
2017-05-13,Congelamento do ambiente; Data comemorativa; Dia das Mães; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM,Congelamento,,2.284.740
2017-05-14,Congelamento do ambiente; Data comemorativa; Dia das Mães; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM,Congelamento,,1.225.934
2017-05-15,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001; Aumento de transações CDO e ATM,Alto Risco,,11.418.918
2017-05-16,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001,Normal,,8.902.816
2017-05-17,,Normal,,8.446.273
2017-05-18,Dia Produção Sisbr,Normal,,8.048.208
2017-05-19,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais,Atenção,,8.882.485
2017-05-20,Utilização de Caixa Eletrônico,Normal,,2.295.994
2017-05-21,Utilização de Caixa Eletrônico,Normal,,1.285.384
2017-05-22,Movimento Segunda-Feira; Dia de maior movimento do Sicoobnet Empresarial,Alto Risco,,10.437.889
2017-05-23,Dia Produção Sisbr,Normal,,8.423.719
2017-05-24,,Normal,,7.806.675
2017-05-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.273.289
2017-05-26,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.981.293
2017-05-27,Utilização de Caixa Eletrônico,Normal,,2.074.497
2017-05-28,Utilização de Caixa Eletrônico,Normal,,1.203.092
2017-05-29,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,9.281.637
2017-05-30,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.598.316
2017-05-31,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação,Alto Risco,,8.902.166
2017-06-01,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação,Normal,,9.255.977
2017-06-02,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.422.471
2017-06-03,Utilização de Caixa Eletrônico,Normal,,2.408.955
2017-06-04,Utilização de Caixa Eletrônico,Normal,,1.469.757
2017-06-05,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,9.054.276
2017-06-06,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.030.501
2017-06-07,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,1,10.746.010
2017-06-08,Dia Produção Sisbr; Arrecadação de Convênios,Normal,,9.083.871
2017-06-09,Arrecadação de Convênios; Arrecadação de GPS,Normal,,9.277.700
2017-06-10,Utilização de Caixa Eletrônico,Normal,,2.502.047
2017-06-11,Utilização de Caixa Eletrônico,Normal,,1.446.207
2017-06-12,Movimento Segunda-Feira; Arrecadação de Convênios; Previsão de grande movimento,Alto Risco,,11.866.316
2017-06-13,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,8.985.666
2017-06-14,,Normal,,10.128.798
2017-06-15,Congelamento do ambiente; Feriado;  Corpus Christi; Dia Produção Sisbr; Movimento Batch – Empréstimo 0001; Aumento de transações CDO e ATM;,Feriado,,2.381.147
2017-06-16,Congelamento do ambiente; Movimento Batch – Empréstimo 0001,Congelamento,,9.885.427
2017-06-17,Utilização de Caixa Eletrônico,Normal,,2.483.990
2017-06-18,Utilização de Caixa Eletrônico,Normal,,1.561.655
2017-06-19,Movimento Segunda-Feira;,Alto Risco,,11.713.379
2017-06-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial,Atenção,,11.589.323
2017-06-21,,Normal,,9.414.232
2017-06-22,Dia Produção Sisbr,Normal,,8.800.971
2017-06-23,,Normal,,8.739.487
2017-06-24,Utilização de Caixa Eletrônico,Normal,,2.040.735
2017-06-25,Utilização de Caixa Eletrônico,Normal,,1.205.713
2017-06-26,Movimento Segunda-Feira; Arrecadação de Convênios,Alto Risco,,9.741.483
2017-06-27,Dia Produção Sisbr; Arrecadação de Convênios,Normal,,8.225.002
2017-06-28,Arrecadação de Convênios,Normal,,8.148.044
2017-06-29,Dia Produção Sisbr; Arrecadação de Convênios,Normal,,7.812.411
2017-06-30,Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação,Normal,,9.591.792
2017-07-01,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,2.644.774
2017-07-02,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,1.456.506
2017-07-03,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,11.574.194
2017-07-04,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,9.787.863
2017-07-05,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.365.406
2017-07-06,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.197.206
2017-07-07,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,10.650.912
2017-07-08,Utilização de Caixa Eletrônico,Normal,,2.527.239
2017-07-09,Utilização de Caixa Eletrônico,Normal,,1.495.262
2017-07-10,Movimento Segunda-Feira; Arrecadação de Convênios; Arrecadação de GPS; Previsão de grande movimento,Alto Risco,,12.675.018
2017-07-11,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,9.656.092
2017-07-12,,Normal,,8.717.427
2017-07-13,Dia Produção Sisbr;,Normal,,8.101.309
2017-07-14,,Normal,,8.608.546
2017-07-15,Utilização de Caixa Eletrônico,Normal,,2.098.882
2017-07-16,Utilização de Caixa Eletrônico,Normal,,1.197.574
2017-07-17,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,10.074.335
2017-07-18,Dia Produção Sisbr;,Normal,,7.969.416
2017-07-19,,Normal,,7.841.867
2017-07-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,9.103.256
2017-07-21,,Normal,,7.754.031
2017-07-22,Utilização de Caixa Eletrônico,Normal,,2.005.781
2017-07-23,Utilização de Caixa Eletrônico,Normal,,1.161.938
2017-07-24,Movimento Segunda-Feira;,Alto Risco,,9.291.788
2017-07-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.143.709
2017-07-26,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.392.098
2017-07-27,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.327.964
2017-07-28,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.798.826
2017-07-29,Utilização de Caixa Eletrônico,Normal,,2.110.854
2017-07-30,Utilização de Caixa Eletrônico,Normal,,1.203.973
2017-07-31,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação,Alto Risco,,10.101.575
2017-08-01,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação,Atenção,,9.665.827
2017-08-02,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.826.741
2017-08-03,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.867.278
2017-08-04,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.890.278
2017-08-05,Utilização de Caixa Eletrônico,Normal,,2.589.575
2017-08-06,Utilização de Caixa Eletrônico,Normal,,1.450.024
2017-08-07,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,1,11.200.971
2017-08-08,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios,Normal,,9.414.466
2017-08-09,Arrecadação de Convênios,Normal,,8.769.517
2017-08-10,Dia Produção Sisbr; Arrecadação de Convênios; Arrecadação de GPS,Normal,,9.802.914
2017-08-11,,Normal,,8.835.101
2017-08-12,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,2.216.939
2017-08-13,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,1.172.317
2017-08-14,Movimento Segunda-Feira; Previsão de grande movimento,Alto Risco,,9.936.179
2017-08-15,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001,Normal,,8.530.835
2017-08-16,Movimento Batch – Empréstimo 0001,Normal,,8.459.285
2017-08-17,Dia Produção Sisbr,Normal,,7.988.173
2017-08-18,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais,Atenção,,8.600.047
2017-08-19,Utilização de Caixa Eletrônico,Normal,,2.167.696
2017-08-20,Utilização de Caixa Eletrônico,Normal,,1.265.808
2017-08-21,Movimento Segunda-Feira; Dia de maior movimento do Sicoobnet Empresarial,Alto Risco,,10.417.005
2017-08-22,Dia Produção Sisbr,Normal,,8.206.390
2017-08-23,,Normal,,7.668.037
2017-08-24,Dia Produção Sisbr,Normal,,7.360.854
2017-08-25,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.982.997
2017-08-26,Utilização de Caixa Eletrônico,Normal,,2.017.879
2017-08-27,Utilização de Caixa Eletrônico,Normal,,1.163.936
2017-08-28,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,9.129.861
2017-08-29,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.871.605
2017-08-30,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.170.380
2017-08-31,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação,Atenção,,8.609.005
2017-09-01,Pagamento de benefícios INSS;Arrecadação de Convênios;Processo de Migração/Incorporação,Normal,,9.571.995
2017-09-02,Utilização de Caixa Eletrônico,Normal,,2.411.988
2017-09-03,Utilização de Caixa Eletrônico,Normal,,1.421.248
2017-09-04,Movimento Segunda-Feira;Pagamento de benefícios INSS;Arrecadação de Convênios;,Alto Risco,,11.056.159
2017-09-05,Movimento Batch – Compe Inferior; Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,10.577.393
2017-09-06,Pagamento de benefícios INSS; Arrecadação de Convênios;Previsão de grande movimento; Antecede feriado;,Normal,,10.809.587
2017-09-07,Congelamento do ambiente; Feriado; Independência do Brasil; Pagamento de benefícios INSS;Aumento de transações CDO e ATM;,Feriado,,2.179.699
2017-09-08, Previsão de grande movimento; Pós feriado; Arrecadação de Convênios;Arrecadação de GPS;,Normal,1,9.575.169
2017-09-09,Utilização de Caixa Eletrônico,Normal,,2.403.172
2017-09-10,Utilização de Caixa Eletrônico,Normal,,1.537.092
2017-09-11,Movimento Segunda-Feira;Arrecadação de Convênios;Previsão de grande movimento;Previsão de grande movimento no cobrança - nova onda;,Alto Risco,,10.766.326
2017-09-12,Movimento Batch – Compe Inferior,Normal,,9.841.893
2017-09-13,,Normal,,8.823.669
2017-09-14,Dia Produção Sisbr,Normal,,8.402.908
2017-09-15,Movimento Batch – Empréstimo 0001,Atenção,,9.424.851
2017-09-16,Utilização de Caixa Eletrônico,Normal,,2.208.105
2017-09-17,Utilização de Caixa Eletrônico,Normal,,1.284.190
2017-09-18,Movimento Segunda-Feira;Movimento Batch – Empréstimo 0001,Alto Risco,,10.146.905
2017-09-19,,Normal,,8.813.273
2017-09-20,Arrecadação de GPS;Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais;Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,9.982.276
2017-09-21,Dia Produção Sisbr,Normal,,8.143.749
2017-09-22,,Normal,,8.085.017
2017-09-23,Utilização de Caixa Eletrônico,Normal,,2.091.153
2017-09-24,Utilização de Caixa Eletrônico,Normal,,1.225.192
2017-09-25,Movimento Segunda-Feira; Pagamento de benefícios INSS;Arrecadação de Convênios; Previsão de grande movimento no cobrança - nova onda;,Alto Risco,,9.880.651
2017-09-26,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.223.591
2017-09-27,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.849.994
2017-09-28,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.952.183
2017-09-29,Pagamento de benefícios INSS; Arrecadação de Convênios;Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Atenção,,9.123.848
2017-09-30,Utilização de Caixa Eletrônico,Normal,,2.349.581
2017-10-01,Utilização de Caixa Eletrônico; ,Normal,,1.509.973
2017-10-02,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação;,Alto Risco,,11.538.686
2017-10-03,Dia Produção Sisbr;Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.029.297
2017-10-04,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.970.244
2017-10-05,Dia Produção Sisbr;Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.144.620
2017-10-06,Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,1,11.403.806
2017-10-07,Utilização de Caixa Eletrônico; ,Normal,,2.744.998
2017-10-08,Utilização de Caixa Eletrônico; ,Normal,,1.531.156
2017-10-09,Movimento Segunda-Feira;Arrecadação de Convênios; Ativação consulta Boleto DDA;,Alto Risco,,11.673.808
2017-10-10,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios; Arrecadação de GPS; Previsão de grande movimento;,Atenção,,11.169.810
2017-10-11,Aumento de transações CDO e ATM; Previsão de grande movimento; Antecede feriado;,Normal,,9.917.713
2017-10-12,Congelamento do ambiente; Feriado; Nossa Senhora Aparecida e Dia das Crianças; Aumento de transações CDO e ATM;,Feriado,,1.899.492
2017-10-13,Previsão de grande movimento; Pós feriado; Arrecadação de Convênios; Arrecadação de GPS;,Atenção,,8.557.583
2017-10-14,Utilização de Caixa Eletrônico; ,Normal,,2.237.318
2017-10-15,Utilização de Caixa Eletrônico; ,Normal,,1.385.239
2017-10-16,Movimento Segunda-Feira;Movimento Batch – Empréstimo 0001;,Alto Risco,,11.479.308
2017-10-17,Dia Produção Sisbr;Movimento Batch – Empréstimo 0001;,Normal,,9.216.783
2017-10-18,,Normal,,8.621.913
2017-10-19,Dia Produção Sisbr;,Normal,,8.432.610
2017-10-20,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,10.249.146
2017-10-21,Utilização de Caixa Eletrônico; ,Normal,,2.306.241
2017-10-22,Utilização de Caixa Eletrônico; ,Normal,,1.324.917
2017-10-23,Movimento Segunda-Feira;,Alto Risco,,9.921.817
2017-10-24,Dia Produção Sisbr;,Normal,,8.343.097
2017-10-25,Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,8.680.446
2017-10-26,Dia Produção Sisbr;Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,7.892.461
2017-10-27,Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,8.324.907
2017-10-28,Utilização de Caixa Eletrônico; ,Normal,,2.207.142
2017-10-29,Utilização de Caixa Eletrônico; ,Normal,,1.321.161
2017-10-30,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.338.261
2017-10-31,Dia Produção Sisbr;Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Atenção,,9.800.370
2017-11-01,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Arrecadação de Convênios; Processo de Migração/Incorporação;,Congelamento,,8.107.572
2017-11-02,Congelamento do ambiente; Feriado; Finados; Aumento de transações CDO e ATM;,Feriado,,1.430.463
2017-11-03,Pagamento de benefícios INSS; Arrecadação de Convênios; Previsão de grande movimento; Pós feriado;,Normal,,7.941.357
2017-11-04,Utilização de Caixa Eletrônico; ,Normal,,1.928.497
2017-11-05,Utilização de Caixa Eletrônico; ,Normal,,1.079.633
2017-11-06,Movimento Segunda-Feira ; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.240.949
2017-11-07,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,9.730.195
2017-11-08,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,10.787.608
2017-11-09,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,9.668.212
2017-11-10,Arrecadação de Convênios; Arrecadação de GPS; Dia de grande movimento;,Normal,,9.057.271
2017-11-11,Utilização de Caixa Eletrônico; ,Normal,,2.705.415
2017-11-12,Utilização de Caixa Eletrônico; ,Normal,,1.379.410
2017-11-13,Movimento Segunda-Feira;,Alto Risco,,10.897.594
2017-11-14, Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Movimento Batch – Compe Inferior;,Congelamento,,9.569.054
2017-11-15,Congelamento do ambiente; Feriado; Proclamação da República; Aumento de transações CDO e ATM; Movimento Batch – Empréstimo ,Feriado,,2.090.666
2017-11-16,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Movimento Batch – Empréstimo 0001; Previsão de grande movimento; Pós feriado;,Normal,,10.800.310
2017-11-17,,Normal,,9.761.021
2017-11-18,Utilização de Caixa Eletrônico; ,Normal,,2.617.550
2017-11-19,Utilização de Caixa Eletrônico; ,Normal,,1.496.329
2017-11-20,Movimento Segunda-Feira ; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,11.770.169
2017-11-21,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,10.117.238
2017-11-22,,Normal,,9.059.566
2017-11-23,Dia Produção Sisbr;,Normal,,8.545.384
2017-11-24,Pagamento de benefícios INSS;,Normal,,8.980.437
2017-11-25,Utilização de Caixa Eletrônico; ,Normal,,2.471.504
2017-11-26,Utilização de Caixa Eletrônico; ,Normal,,1.420.463
2017-11-27,Movimento Segunda-Feira ; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,9.360.998
2017-11-28,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,9.838.658
2017-11-29,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,9.125.017
2017-11-30,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; ,Atenção,,11.092.322
2017-12-01,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,11.162.731
2017-12-02,Utilização de Caixa Eletrônico; ,Normal,,2.960.465
2017-12-03,Utilização de Caixa Eletrônico; ,Normal,,1.876.378
2017-12-04,Movimento Segunda-Feira; Pagamento de benefícios INSS; ,Alto Risco,,12.954.057
2017-12-05,Dia Produção Sisbr;Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,11.630.686
2017-12-06,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,11.804.838
2017-12-07,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,12.482.763
2017-12-08,Arrecadação de Convênios; Arrecadação de GPS;,Normal,,9.413.372
2017-12-09,Utilização de Caixa Eletrônico; ,Normal,,2.951.792
2017-12-10,Utilização de Caixa Eletrônico; ,Normal,,1.778.613
2017-12-11,Movimento Segunda-Feira; Arrecadação de Convênios;,Alto Risco,,13.921.253
2017-12-12,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,11.331.098
2017-12-13,,Normal,,10.380.903
2017-12-14,Dia Produção Sisbr;,Normal,,10.126.375
2017-12-15,Movimento Batch – Empréstimo 0001;,Normal,,11.794.591
2017-12-16,Congelamento do ambiente; Utilização de Caixa Eletrônico; ,Congelamento,,2.995.663
2017-12-17,Congelamento do ambiente; Utilização de Caixa Eletrônico; ,Congelamento,,1.768.431
2017-12-18,Congelamento do ambiente;Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Congelamento,,12.311.567
2017-12-19,Congelamento do ambiente;,Congelamento,,11.318.437
2017-12-20,Congelamento do ambiente; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Congelamento,,14.003.145
2017-12-21,Congelamento do ambiente;,Congelamento,,11.194.304
2017-12-22,Congelamento do ambiente; Pagamento de benefícios INSS;Previsão de grande movimento;,Congelamento,,11.136.529
2017-12-23,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Utilização de Caixa Eletrônico ; ,Congelamento,,3.136.174
2017-12-24,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Utilização de Caixa Eletrônico ; ,Congelamento,,1.528.901
2017-12-25,Congelamento do ambiente; Feriado; Natal; Movimento Segunda-Feira; Aumento de transações CDO e ATM; ,Feriado,,1.373.390
2017-12-26,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Previsão de grande movimento; Pós feriado;,Congelamento,,11.250.357
2017-12-27,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,9.839.080
2017-12-28,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Previsão de grande movimento; ,Congelamento,,10.829.743
2017-12-29,Congelamento do ambiente;,Congelamento,,5.985.257
2017-12-30,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,2.644.939
2017-12-31,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,1.346.635
2018-01-01,Congelamento do ambiente; Feriado; Ano Novo; Movimento Segunda-Feira; Aumento de transações CDO e ATM; ,Feriado,,1.556.005
2018-01-02,Congelamento do ambiente; Movimento Batch – Compe Inferior; Arrecadação de Convênios; Previsão de grande movimento;,Congelamento,,12.446.636
2018-01-03,Congelamento do ambiente; Arrecadação de Convênios; ,Congelamento,,10.907.459
2018-01-04,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,9.893.671
2018-01-05,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,12.641.159
2018-01-06,Utilização de Caixa Eletrônico ,Normal,,3.450.104
2018-01-07,Utilização de Caixa Eletrônico ,Normal,,2.022.662
2018-01-08,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Previsão de grande movimento;,Alto Risco,1,14.196.163
2018-01-09,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,12.327.608
2018-01-10,Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação de GPS; ,Normal,,13.425.064
2018-01-11,Dia Produção Sisbr;,Normal,,11.536.861
2018-01-12,,Normal,,10.922.666
2018-01-13,Utilização de Caixa Eletrônico ,Normal,,2.985.146
2018-01-14,Utilização de Caixa Eletrônico ,Normal,,1.783.973
2018-01-15,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001,Alto Risco,,13.753.307
2018-01-16,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Normal,,11.100.201
2018-01-17,,Normal,,10.261.791
2018-01-18,Dia Produção Sisbr;,Normal,,9.907.071
2018-01-19,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,10.982.070
2018-01-20,Utilização de Caixa Eletrônico ,Normal,,2.920.633
2018-01-21,Utilização de Caixa Eletrônico ,Normal,,1.784.714
2018-01-22,Movimento Segunda-Feira;,Alto Risco,,12.528.492
2018-01-23,Dia Produção Sisbr;,Normal,,10.320.791
2018-01-24,Pagamento de benefícios INSS;,Normal,,9.487.811
2018-01-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; ,Normal,,9.895.671
2018-01-26,Pagamento de benefícios INSS; Arrecadação de Convênios; ,Normal,,9.597.900
2018-01-27,Utilização de Caixa Eletrônico ,Normal,,2.728.978
2018-01-28,Utilização de Caixa Eletrônico ,Normal,,1.655.424
2018-01-29,Movimento Segunda-Feira; Arrecadação de Convênios; ,Alto Risco,,11.156.486
